,Func 1,Func 2,Func 3,Func 4,Func 5,Func 6,Func 7,Func 8,Func 9,Func 10
121,-0.009631221136553233,-0.01005561329621078,-0.010594216537029584,-0.01114947410148422,-0.012121322926214555,-0.01335095153687529,-0.01446773255672565,-0.014952731277019442,-0.015386859094812893,-0.015601681802217679
122,-0.0092577833467734,-0.009669226821715112,-0.01019346331206162,-0.010736720626185293,-0.011696018194907494,-0.012930581526247948,-0.014082741319719054,-0.014597687023350944,-0.015070652082465854,-0.01531084981794634
123,-0.008896777930312776,-0.009294576123311575,-0.009803167405372425,-0.01033259704879834,-0.011274729831237573,-0.01250533706673634,-0.013681149368142013,-0.014219614668067006,-0.014724821414704383,-0.014986781105714293
124,-0.008548610933878877,-0.008932305906143795,-0.00942432363756315,-0.009938513253662616,-0.010859713491066722,-0.01207868439026769,-0.013267447704767493,-0.013823307805811378,-0.014354256178417454,-0.014634308035933498
125,-0.008213505385275953,-0.008582842253105282,-0.009057661303417645,-0.009555565440199806,-0.010452837714512215,-0.011653668253878518,-0.012845805680187363,-0.013413352405834317,-0.013963796983020128,-0.014258320259224746
126,-0.007891530923598067,-0.00824642511433242,-0.008703679189884711,-0.009184571791646463,-0.01005561329621075,-0.011232912179014239,-0.012420015643784607,-0.012994037926836096,-0.013558113874999597,-0.01386362627299181
127,-0.007582630525558308,-0.007923138215943041,-0.008362678850612287,-0.00882610788107504,-0.009669226821715126,-0.010818631961630467,-0.011993460272550674,-0.012569293490078553,-0.013141608616774153,-0.013454837227426058
128,-0.007286644238189383,-0.007612936083526533,-0.008034795464556509,-0.008480540649234702,-0.009294576123311658,-0.010412658956967798,-0.011569099580429253,-0.012142647572048252,-0.012718342188687908,-0.013036275510642731
129,-0.007003329966992036,-0.007315668073910939,-0.007720025890323657,-0.00814806016602422,-0.00893230590614384,-0.010016469982013443,-0.011149474101484232,-0.01171720850774215,-0.012291986509140422,-0.012611908461335019
130,-0.006732381463352975,-0.007031099452552224,-0.007418253747091114,-0.007828708695482066,-0.008582842253105221,-0.009631221136553968,-0.010736720626184222,-0.011295662426251967,-0.011865798014094694,-0.012185305816177988
131,-0.006473443714761211,-0.006758929652610027,-0.007129271514778491,-0.007522406825420928,-0.008246425114332507,-0.009257783346774117,-0.010332597048798537,-0.010880284999130352,-0.011442609898736208,-0.011759618276677267
132,-0.006226125974295234,-0.006498807914631187,-0.006852799759452707,-0.007228976603679358,-0.007923138215943037,-0.0088967779303113,-0.009938513253663163,-0.010472963470258011,-0.01102483944332994,-0.011337573863349621
