,latitude,longitude,car_park_no,cluster
176,1.3879463629794184,103.76597168318806,BJAL,2
177,1.3839745646274244,103.76388026052355,BJBL,2
178,1.3777664235348246,103.77351523338442,BJMP,2
179,1.3739566801241183,103.769323020166,BJ1,2
180,1.3789392866308572,103.77065516676869,BJ10,2
181,1.3807636871101439,103.77187994356325,BJ11,2
182,1.3802532628105817,103.77448858908413,BJ12,2
183,1.3770036224850966,103.7747788017754,BJ13,2
184,1.3789869377958193,103.77352906342188,BJ14,2
185,1.3774944817505004,103.77378188713287,BJ15,2
186,1.3775065165718812,103.77362031087529,BJ16,2
187,1.3812502325627383,103.76894572813356,BJ17,2
188,1.3809699699980773,103.76811152657707,BJ18,2
189,1.3840337588241158,103.76838389812862,BJ19,2
190,1.3761350307538107,103.76666134027609,BJ2,2
191,1.3860579471811627,103.7697816793337,BJ20,2
192,1.385944779998901,103.77067200118962,BJ21,2
193,1.3782937079787805,103.77350310387159,BJ22,2
194,1.3776345511753285,103.77295108931864,BJ23,2
195,1.383267483822887,103.77046826752341,BJ24,2
196,1.384899130104688,103.77172518427912,BJ25,2
197,1.3838090743064286,103.77269937922739,BJ26,2
198,1.3826405383885652,103.77095043939005,BJ27,2
199,1.378924834192695,103.76554600407248,BJ28,2
200,1.3849380921344543,103.76768309160978,BJ29,2
201,1.3773101941380146,103.76937734296405,BJ3,2
202,1.3870292824106292,103.76897932907691,BJ30,2
203,1.3879388940244703,103.76747797804018,BJ31,2
204,1.3865639857228267,103.7669356490397,BJ32,2
205,1.3791195021651272,103.77201112714418,BJ33,2
206,1.3877960606883657,103.76651781167334,BJ34,2
207,1.3870414895407563,103.76591367064563,BJ35,2
208,1.386270399087047,103.76533871621282,BJ36,2
209,1.3854321020503517,103.7646848754348,BJ37,2
210,1.3851366908698435,103.76342664649424,BJ38,2
211,1.384231797723518,103.76286006929934,BJ39,2
212,1.3755313767854005,103.77225793527451,BJ4,2
213,1.3828257877526826,103.76290164919297,BJ40,2
214,1.3755120500520899,103.76545448390729,BJ41,2
215,1.3769212779575684,103.76428644466128,BJ42,2
216,1.3817204459821768,103.7616776126488,BJ43,2
217,1.380648941115931,103.76498679347878,BJ44,2
218,1.3786879613964431,103.76500878091201,BJ45,2
219,1.387185789827295,103.76460302573554,BJ48,2
220,1.3848974600068844,103.76148675340289,BJ49,2
221,1.374991553181362,103.7730772236165,BJ5,2
222,1.388183997698609,103.77368892264833,BJ50,2
223,1.3793984087079159,103.76346427312731,BJ51,2
224,1.3791133613234363,103.76263790594507,BJ52,2
225,1.3898028076418842,103.77193206988431,BJ53,2
226,1.3890478094024736,103.77350010545896,BJ54,2
227,1.3862829447414404,103.76077695178864,BJ55,2
228,1.3858912160470138,103.75894983505414,BJ56,2
229,1.3852512028457102,103.76017044837701,BJ57,2
230,1.387524429768434,103.77127261757693,BJ58,2
231,1.3898650835437827,103.77126415842302,BJ59,2
232,1.3741714064009982,103.77440629700938,BJ6,2
233,1.388291410139453,103.76949985573658,BJ60,2
234,1.3889973185441618,103.76783128358818,BJ61,2
235,1.3842686253745766,103.77139632201656,BJ62,2
236,1.381315510557872,103.77029114340532,BJ63,2
237,1.3847041571560281,103.75876137706041,BJ65,2
238,1.3862485761850714,103.75770261335524,BJ66,2
239,1.3873499559694629,103.75798290360115,BJ67,2
240,1.3853817252275487,103.76997021493003,BJ68,2
241,1.3878519593287,103.76307279280742,BJ69,2
242,1.3895479102849915,103.76377023174244,BJ70,2
243,1.387001705289471,103.76191703245868,BJ71,2
244,1.3888778457850932,103.76087204278889,BJ72,2
245,1.374699730825973,103.77359583708764,BJ8,2
246,1.3078189305831875,103.85159633923459,BKE1,11
247,1.314128096949689,103.85547996378321,BKE2,11
248,1.3144152298359464,103.85580084662912,BKE3,11
249,1.3144503701412036,103.85684097167238,BKE4,11
250,1.3126129574907273,103.85532195310904,BKE7,11
251,1.307337212647674,103.85146379729117,BKE9,11
252,1.3172763032697585,103.86136809519917,BKRM,11
253,1.315506440163754,103.86095873270096,BLM,11
254,1.3437618406573566,103.7114251379433,BL10,12
255,1.3446925875203746,103.71503519763277,BL13,12
256,1.3459715197541606,103.70756220303522,BL15,12
257,1.347871241447772,103.70774069535429,BL17,12
258,1.3465495557125742,103.71442382780674,BL18,12
259,1.3487772809984742,103.71334566358098,BL19,12
260,1.3480982543721136,103.70817527684127,BL20,12
261,1.3492568430818903,103.70937375465293,BL21,12
262,1.3425435059718924,103.71374987824363,BL22,12
263,1.349560588526671,103.7115798120472,BL23,12
264,1.3468747076130891,103.70923455522795,BL3,12
265,1.3454251335374907,103.71339091636743,BL8,12
266,1.346224586311344,103.71206380535853,BL8L,12
267,1.3458708704867641,103.71071997502995,BL9,12
268,1.2846262894692324,103.82312918959744,BMVM,6
269,1.2863026958403303,103.80957147714517,BM1,3
270,1.288095999047967,103.81406981706961,BM10,3
271,1.2876720320682562,103.81327487237816,BM12,3
272,1.2868982043967914,103.8121918066441,BM13,3
273,1.2890407366150354,103.80884793932923,BM14,3
274,1.2857124480254343,103.81870264853309,BM19,3
275,1.2868507679834986,103.80995307226117,BM2,3
276,1.2852472955170589,103.81876020804593,BM20,3
277,1.287291542584285,103.80742676873176,BM26,3
278,1.284059569899441,103.8147829578236,BM27,3
279,1.283999331207603,103.81582316670986,BM28,3
280,1.2836347060925148,103.81709921259939,BM29,3
281,1.2877077662690248,103.81152776946885,BM3,3
282,1.2832343332565201,103.81673344232469,BM30,3
283,1.2824491300655394,103.81657502600684,BM31,3
284,1.2827478727093367,103.8186510524157,BM33,3
285,1.282805821517796,103.81785799712053,BM36,3
286,1.287667284248734,103.80895514473973,BM4,3
287,1.2884315560634259,103.80761950142183,BM5,3
288,1.2895333905500685,103.81376449901636,BM6,3
289,1.289097998572853,103.81435801840551,BM9,3
290,1.2727949460019137,103.82487004638574,BP1,6
291,1.2740916912710787,103.82700432828145,BP2,6
292,1.3065968942240511,103.85070749100281,BRBL,11
293,1.306066749235351,103.85058597863122,BRB1,11
294,1.3207472024589326,103.86617287009001,BRM,11
295,1.3264854877042744,103.85672896311362,BRM1,8
296,1.325974060292105,103.85768389140547,BRM2,8
297,1.3215277953752598,103.85465630079302,BRM3,11
298,1.32273032442989,103.85607403368186,BRM4,11
299,1.3275438277706275,103.85948585590134,BRM5,8
300,1.3277831137966836,103.86119338936605,BRM6,8
301,1.3243738973722452,103.85540203296401,BRM7,11
302,1.3230185394991725,103.85450430527487,BR10,11
303,1.3262618386843101,103.85896437723326,BR11,8
304,1.3272150796002635,103.85771827055758,BR12,8
305,1.325955650724791,103.85998347830004,BR14,11
306,1.3262698248738702,103.8557497426465,BR18,8
307,1.327259362316204,103.85664071614075,BR21,8
308,1.32834641915005,103.85759288738568,BR22,8
309,1.3235772596397843,103.85542137806341,BR4,11
310,1.324908970644259,103.85819063929866,BR5,11
311,1.3230388252880447,103.85353576307051,BR6,11
312,1.3251600110203334,103.85455834180877,BR8,8
313,1.3189625696233347,103.8507430871221,BR9,11
314,1.2867839238665058,103.8332897478355,BTM,6
315,1.286963082194043,103.82964101237133,BTM2,6
316,1.2863112198549294,103.82869825504923,BTM3,6
317,1.283492802887912,103.8233756624964,BVM2,6
318,1.2869280256342557,103.80670138529173,BWM,3
319,1.3290283308949447,103.93370774408997,B10,17
320,1.3292101478885272,103.93252399987297,B10M,17
321,1.32834200532456,103.93039617992274,B11,17
322,1.3275983686830186,103.92787851961256,B12,17
323,1.3296532168537087,103.929763771966,B13,17
324,1.3291590929262413,103.93144509494518,B14,17
325,1.3235011178756269,103.94055949192419,B16,17
326,1.324217738006363,103.94185716126566,B17,17
327,1.321924546005149,103.94096096793415,B19,17
328,1.3197997144802687,103.94342037708827,B20,17
329,1.3281779629096138,103.94104648719063,B21,17
330,1.3306877578836185,103.94064337056808,B23M,17
331,1.3326471603070125,103.93829462226209,B24,17
332,1.3312631032232785,103.93961602850973,B24A,17
333,1.3329691187717014,103.94049034285005,B25,17
334,1.334307986772906,103.94034058725475,B26,17
335,1.3341177469892762,103.93803813520908,B27,17
336,1.3325447895324392,103.93557107829271,B28,17
337,1.329942834656957,103.93875343367434,B30,17
338,1.328501234196721,103.93885019978502,B31,17
339,1.3274106694551377,103.93675747950408,B32,17
340,1.3272408584024267,103.93580016456131,B33,17
341,1.3283122943595511,103.9356734308385,B34,17
342,1.329058097203989,103.93517620266307,B35,17
343,1.3325499476387692,103.93277014516458,B40,17
344,1.332554918020816,103.93149286604523,B41,17
345,1.3324517913824268,103.9308211568239,B42,17
346,1.331105186543512,103.92760339777311,B43,17
347,1.3339712514435162,103.9275087746718,B44,17
348,1.3344153931770537,103.92985412808513,B44A,17
349,1.3323014049396815,103.92291100535586,B44B,17
350,1.3316799840249027,103.92542899880024,B45,17
351,1.3313212244017472,103.92418195189384,B46,17
352,1.3308959153267648,103.92224783902347,B47,17
353,1.3300959277312168,103.92342122843779,B48,17
354,1.3299669382159505,103.92575881889952,B48B,17
355,1.332185766541842,103.92666820717146,B49,17
356,1.3304470907251158,103.91306656126841,B50,20
357,1.331512577577529,103.91273516961238,B50A,20
358,1.3316370821543297,103.91195250661836,B50B,20
359,1.3321465000881845,103.91639624241292,B51,17
360,1.3339091800300193,103.91789418745978,B52,17
361,1.3342514890920436,103.91517723527454,B53,17
362,1.3333637440670496,103.91520373671189,B54,17
363,1.3358433944930426,103.91901927098642,B57,17
364,1.3375088707086673,103.9259610240537,B59,17
365,1.3263304964828269,103.93033953937258,B6,17
366,1.3251732958769262,103.93088674617219,B6M,17
367,1.3237167011755613,103.93256356632538,B6T,17
368,1.3372324410644003,103.92905669849968,B60,17
369,1.3381537269767971,103.9226164633439,B63,17
370,1.3200329104338988,103.94565928752263,B65,17
371,1.3182340844394127,103.9476194524166,B65L,17
372,1.3178894383908413,103.94633242793388,B65M,17
373,1.3305481548727427,103.90433956320577,B66,20
374,1.332015772086148,103.90639475945369,B67,20
375,1.3225048596874,103.93692202997899,B68,17
376,1.3334261836375565,103.94197073619338,B69,17
377,1.3251312397332438,103.93192173162542,B7,17
378,1.3271316923454237,103.93403695950887,B7A,17
379,1.3265215017534235,103.93484000406835,B7B,17
380,1.3262898453461394,103.9279955190616,B70,17
381,1.3242938891077924,103.92430036898209,B71,17
382,1.3343770595975393,103.90738977380683,B72,20
383,1.332492267852266,103.90696724615144,B73,20
384,1.3328468531231157,103.90905526271848,B74,20
385,1.3330705484619232,103.91760166991922,B75,17
386,1.3358995643003466,103.9344189574035,B76,17
387,1.3356910123179662,103.93633367546306,B77,17
388,1.3356088847994083,103.93838375965673,B78,17
389,1.3367761554500246,103.93740660996866,B79,17
390,1.3258814963794496,103.92827623307635,B8,17
391,1.3247921201815396,103.92794673996775,B8B,17
392,1.3382683050605606,103.92336060080356,B80,17
393,1.323211123984771,103.93494255225318,B81,17
394,1.3338640412915799,103.93041487733402,B82,17
395,1.3264690135495176,103.92227129473181,B83,17
396,1.3262261095143135,103.9342047573154,B84,17
397,1.3260802458197982,103.94135784200338,B85,17
398,1.3307202632277393,103.93556933270649,B86,17
399,1.3205406737790863,103.93619734820132,B87,17
400,1.3222730385459693,103.93829861018796,B88,17
401,1.330959178889198,103.93726546144408,B89,17
402,1.3301727085826516,103.933815179244,B9,17
403,1.3225376305100753,103.93963512682487,B90,17
404,1.3327973239279634,103.91425233336754,B91,20
405,1.3216973941844923,103.93393509513557,B92,17
406,1.3204217908689766,103.93417561555682,B93,17
407,1.3322601658153184,103.92935743869732,B94,17
408,1.3313036277380637,103.92917918947799,B94A,17
409,1.3255129802698578,103.9350827294625,B95,17
410,1.324966290346567,103.93295160832349,B96,17
411,1.3361557898964052,103.92350807855561,B97,17
412,1.3360794194920413,103.92191686098977,B98,17
413,1.3274880750733353,103.9227613439323,B99M,17
414,1.3018210574313145,103.79820565809362,CAM,14
415,1.3850753626994727,103.74574719528933,CCKC,4
416,1.3036608788452526,103.7997973262445,CCM,14
417,1.326621270658444,103.92291142962756,CC1,17
418,1.3286857316147194,103.92557681585416,CC10,17
419,1.3290958607447763,103.92163403144191,CC11,17
420,1.3267660935698495,103.92492554687288,CC12,17
421,1.325761538242788,103.9213875307924,CC4,17
422,1.324822461139102,103.92340067458152,CC5,17
423,1.3235138140220364,103.92356461224107,CC6,17
424,1.3252462054528313,103.9256873497185,CC7,17
425,1.3268954882424244,103.91944117263655,CC8,17
426,1.3277201161996721,103.92599509455664,CC9,17
427,1.3016364093624146,103.79679138790354,CDM,14
428,1.3834995640239693,103.74412537483317,CKK1,4
429,1.3835963556122968,103.74082478082033,CKM1,4
430,1.3983848378100443,103.74674494946991,CKM2,4
431,1.3811874180931392,103.73664153064142,CKM3,4
432,1.3786379456153686,103.73792965982472,CKM4,4
433,1.3793103007570044,103.73569574377154,CKM5,4
434,1.3775354147340333,103.73574760435865,CKM6,4
435,1.3759735599231637,103.73707093730017,CKM7,4
436,1.375049975218811,103.73836209061987,CKM8,4
437,1.377365191602345,103.74329658894578,CKM9,4
438,1.380315085920986,103.7385843858947,CKT1,4
439,1.3856135812488544,103.74333625964935,CKT2,4
440,1.3774743473121396,103.75396651904369,CK1,4
441,1.3805047532205277,103.74543486598327,CK10,4
442,1.3787338234756656,103.74186894657885,CK11,4
443,1.3812861166246817,103.74181570834445,CK12,4
444,1.3829167235416275,103.74204059676535,CK13,4
445,1.3801473409462486,103.74254462225541,CK14,4
446,1.3784262097063267,103.74091199127932,CK15,4
447,1.3796289105733537,103.73922107254175,CK16,4
448,1.3820730449414027,103.74069102239277,CK17,4
449,1.380998422608684,103.75062314406662,CK18,4
450,1.3804828191297847,103.7513306473733,CK19,4
451,1.3792527806804948,103.7513716518421,CK2,4
452,1.3833829647486346,103.74013365429586,CK20,4
453,1.3838438770093553,103.74594296799194,CK22,4
454,1.3841443511993505,103.74150685405392,CK23,4
455,1.383326163012076,103.74330985413629,CK24,4
456,1.3822899983079187,103.74374379564632,CK25,4
457,1.3846237901647596,103.74295584042666,CK26,4
458,1.3800848001568025,103.74417169247353,CK28,4
459,1.3797457123370553,103.74411077646042,CK29,4
460,1.3786059243998008,103.75006247869928,CK3,4
461,1.379492530303263,103.7499803416757,CK3A,4
462,1.3790288766966743,103.74538107497938,CK30,4
463,1.3787502331490462,103.74493840789494,CK31,4
464,1.3773947750358457,103.74396269033326,CK32,4
465,1.3886976858792568,103.74295135477573,CK33,4
466,1.38857724580347,103.7410970484225,CK34,4
467,1.3903269693827969,103.74239727614687,CK35,4
468,1.3922859022308847,103.74108732653967,CK36,4
469,1.3940529952860885,103.74222984775591,CK37,4
470,1.3930853528194695,103.74479108110897,CK38,4
471,1.3961472532491102,103.74427780249404,CK39,4
472,1.3801437034327266,103.75166243741124,CK4,4
473,1.3811651758839634,103.75220046039195,CK4A,4
474,1.3953807621354313,103.74614735348534,CK40,4
475,1.390957419969763,103.74645700945563,CK41,4
476,1.3927690420626142,103.7467303588615,CK42,4
477,1.392588835064809,103.749136737306,CK44,4
478,1.3945179409748218,103.74996683599021,CK45,4
479,1.395266310343544,103.74953210680287,CK46,4
480,1.3952394503711916,103.74769942278238,CK47,4
481,1.3974022344611878,103.74516772920865,CK48,4
482,1.3987826049446037,103.74352305674637,CK49,4
483,1.3801796230669872,103.75272002464233,CK5,4
484,1.4004285839443895,103.74374642444485,CK50,4
485,1.399644037223133,103.74759048649052,CK51,4
486,1.400659030128735,103.7502363572965,CK52,4
487,1.401554388498015,103.75018630981052,CK53,4
488,1.398136840661223,103.74911670029475,CK54,4
489,1.3971123380651005,103.74850899592592,CK55,4
490,1.4011960465890263,103.7466707134054,CK56,4
491,1.4022393536094337,103.74832374074006,CK57,4
492,1.4018800104107794,103.74487907782553,CK58,4
493,1.376811917400497,103.74203813468661,CK59,4
494,1.3807326977622554,103.75310558123016,CK6,4
495,1.3810353919401923,103.75313692680963,CK6A,4
496,1.4042944339787478,103.74587382647105,CK60,4
497,1.404089419860993,103.7489175658634,CK61,4
498,1.403839486324844,103.7498899432278,CK62,4
499,1.4028635015212785,103.7508843161639,CK63,4
500,1.3997628341389805,103.75130299874982,CK64,4
501,1.3920194608918222,103.74403589785445,CK65,4
502,1.3939713139005419,103.74553623187523,CK66,4
503,1.3802822594561748,103.75196049935109,CK7,4
504,1.376933257277024,103.73814649010505,CK70,4
505,1.3766878029172827,103.73868084627473,CK71,4
506,1.37555881252417,103.74093049457282,CK72,4
507,1.3752829189296978,103.74341279299807,CK73,4
508,1.3732971913409147,103.74323849875032,CK74,4
509,1.3749824413018585,103.74453422557612,CK75,4
510,1.374040451680714,103.74620673798076,CK76,4
511,1.3765572316417813,103.7467136802488,CK77,4
512,1.3769877482261268,103.74939942553608,CK78,4
513,1.3820860793135756,103.74710566112644,CK8,4
514,1.381218606739474,103.74897859928672,CK8A,4
515,1.3814959737886174,103.74491781005548,CK9,4
516,1.379988586192666,103.74750330141954,CK9A,4
517,1.292483011992079,103.81440063004587,CLM,3
518,1.319049411792726,103.76398569521969,CLRG,9
519,1.3193599995859169,103.76513283286619,CLTR,9
520,1.2744580741015816,103.83921657283983,CM1,6
521,1.3032708363009555,103.8633077225274,CR1,11
522,1.3036983570832268,103.86495851328462,CR1A,11
523,1.3040360743039932,103.86535870755877,CR1B,11
524,1.3046835403578947,103.86565822017168,CR2,11
525,1.3057837826214542,103.85679325981934,CR29,11
526,1.3050686537907754,103.86432479530623,CR3,11
527,1.3076001787299971,103.85494102404714,CR30,11
528,1.3062497454836393,103.854698193613,CR31,11
529,1.3043520307210348,103.86343720866708,CR4,11
530,1.3032359268391942,103.86223821600996,CR5,11
531,1.3055243279697766,103.86335272056286,CR6,11
532,1.3055339795624616,103.86233932875267,CR7,11
533,1.2874380741610192,103.84116520631481,CSM,6
534,1.314744665034576,103.76407292318407,CTM1,9
535,1.316516432854943,103.86102759796269,CVBK,11
536,1.388329162827995,103.9881780032726,CV1,10
537,1.389902482766781,103.98798894765062,CV2,10
538,1.3899831182202003,103.9864868577459,CV3,10
539,1.3901710996794738,103.98845411052046,CV4,10
540,1.3006260281130555,103.85366487138282,CY,11
541,1.318463207322819,103.76896294521585,C10,9
542,1.3158949898123835,103.76614163667355,C11,9
543,1.3217898443793499,103.76610607293507,C12,9
544,1.320563371411054,103.76617984015766,C13M,9
545,1.3173923753204828,103.76518546060046,C14M,9
546,1.3162541862213404,103.76404642824534,C15M,9
547,1.31431392669284,103.76248157167105,C16,9
548,1.3138577294992604,103.76389656958308,C17,9
549,1.3122716629093103,103.76337442086897,C18,9
550,1.3117560814715383,103.76418697824268,C18A,9
551,1.3133630086406882,103.76385460751823,C19M,9
552,1.3133478208276774,103.76526174661916,C20,9
553,1.3115042554415335,103.76565077719496,C20M,9
554,1.3110149396716517,103.76704166044892,C21L,9
555,1.3116611944348087,103.7665267320007,C21M,9
556,1.3216503041788255,103.77033993399895,C22M,9
557,1.3241976206862776,103.77128667696373,C24,9
558,1.3223512364917547,103.76898892209617,C25,9
559,1.322587761086612,103.76992906520272,C26,9
560,1.3222422628168249,103.77051277091007,C27,9
561,1.3211579795665713,103.76333478601896,C28,9
562,1.3223617440785465,103.7620714506784,C28M,9
563,1.3126146115237984,103.75923178966606,C29,9
564,1.3113609355931228,103.75918489896867,C29A,9
565,1.3098135876330488,103.77013103455867,C3M,9
566,1.3103927402801043,103.76909230827643,C3ML,9
567,1.3114580973822938,103.76142107025231,C30,9
568,1.3105631944603586,103.76059908247035,C31,9
569,1.3086255588801015,103.75908121333633,C32,9
570,1.3045594379669765,103.76685761800195,C33,9
571,1.3070103153063959,103.76093627015332,C34,9
572,1.3056123024137576,103.76143922562301,C35,9
573,1.305309674521169,103.76355742121356,C36,9
574,1.3035383171263133,103.76397169772963,C37,9
575,1.3028066678186725,103.76252679035963,C38,9
576,1.31029120826452,103.76223990537257,C39,9
577,1.3114801086975776,103.7705025129515,C4M,9
578,1.300118048859605,103.76852929483222,C41,9
579,1.3131026590525159,103.76957394864701,C5,9
580,1.314488113913117,103.7676911655017,C6,9
581,1.314883872279801,103.77075500850212,C7,9
582,1.3166746567863592,103.76863110345546,C8,9
583,1.3176492492395018,103.77031234940885,C9,9
584,1.2805131560457625,103.8115434919542,DRM1,3
585,1.281299375700636,103.80785308038945,DRM2,3
586,1.2808383769937857,103.80986791310714,DRM3,3
587,1.2808706520545865,103.81236594973764,DRM4,3
588,1.2813318825559306,103.80947738316917,DRM5,3
589,1.2804697558033025,103.81299281989986,DRS,3
590,1.2973346289648866,103.80514816792643,DSRL,14
591,1.2984559909642104,103.80353761899173,DSR1,14
592,1.2978947429610392,103.80533099300017,DSR2,14
593,1.2769773813172844,103.841054070432,DUXM,6
594,1.2964677180872102,103.80694325929501,DWSO,3
595,1.2960732173646503,103.81193415972352,DWSP,3
596,1.2951867450181442,103.81198973307625,DWST,3
597,1.2953067953956656,103.80961685626245,DWSV,3
598,1.2942254278456524,103.81014450777538,DWVT,3
599,1.320029987855292,103.90162713697093,ECM,20
600,1.3226157282563193,103.90444212518125,EC2,20
601,1.3211567341184267,103.90447581531423,EC3,20
602,1.3205164562706981,103.90269244435349,EC4,20
603,1.3220334887301848,103.90266515157026,EC5,20
604,1.3177837032191553,103.90162574678277,EC7,20
605,1.3185196743293057,103.90183408598953,EC7T,20
606,1.3192268648217853,103.90320810512698,EC8,20
607,1.3234328747450668,103.89684700195494,EI1,20
608,1.318846467280764,103.89837967178774,EI3,20
609,1.277163553465462,103.83991265403928,EPL,6
610,1.2761844360827463,103.83890822772874,EPM,6
611,1.3087586330482945,103.86136466220718,FRM,11
612,1.3182783907026911,103.80771256448294,FR2C,14
613,1.317920697225088,103.80718387313334,FR2S,14
614,1.316694831421104,103.80621058640855,FR3M,14
615,1.316875726618627,103.80753449141022,FR4M,14
616,1.3227723905559816,103.86863367566609,GBM,11
617,1.320036813606306,103.88760266728181,GEM,15
618,1.3199377422984941,103.8878497929119,GEML,15
619,1.31988748882181,103.88343778425913,GE1A,15
620,1.3212054428036522,103.88699247956012,GE1B,15
621,1.3197587896689407,103.88629912428081,GE1C,15
622,1.3218540182482434,103.88916338167992,GE1D,15
623,1.319721481525843,103.88442796153227,GE1E,15
624,1.3192099481045423,103.88423564310425,GE1F,15
625,1.320962408767416,103.88630883704475,GE1G,15
626,1.3179454217838502,103.88483940328312,GE2,15
627,1.3175009923126009,103.88736326896576,GE3,15
628,1.3165497802675898,103.88756528216962,GE5,15
629,1.3087283120092714,103.7858206208327,GMLM,14
630,1.3126136388646874,103.78692568583918,GM1A,14
631,1.3129217007451577,103.78825693218865,GM1B,14
632,1.3093544323655142,103.78436887624173,GM1M,14
633,1.3116014028826575,103.78816007877914,GM2,14
634,1.310871040730976,103.78726431710477,GM2A,14
635,1.311155904646739,103.7888530789707,GM3,14
636,1.3103818529743179,103.78851083553377,GM5,14
637,1.309492533717275,103.7887228637617,GM6A,14
638,1.3096110710678992,103.78765231793,GM6B,14
639,1.317206714246544,103.89834009661325,GSM,20
640,1.317031227538219,103.89848850385351,GSML,20
641,1.2890460476816068,103.8215599400175,HCM,3
642,1.3322044726378666,103.84831918865608,HDBH,8
643,1.2892221428532353,103.82235539347374,HE1,6
644,1.2882100231321945,103.81865062406209,HE12,3
645,1.285714389597192,103.82225247982483,HE14,6
646,1.28642306098842,103.82038883426772,HE17,3
647,1.2905406191010664,103.82098507674438,HE19,3
648,1.2900207732738616,103.82284807112997,HE22,6
649,1.2846680932595869,103.82098533323034,HE24,3
650,1.2847190033879028,103.82171169354837,HE3,6
651,1.2834709130566546,103.8227828558411,HE4,6
652,1.2837073657315154,103.82119375671991,HE9,6
653,1.3621655371189594,103.89417972319171,HG1,1
654,1.3786638473853425,103.90178514726769,HG1A,21
655,1.375720842728826,103.90068924136003,HG1B,1
656,1.3773896839264814,103.90367432817436,HG1C,21
657,1.3637433814720363,103.89411326609486,HG1D,1
658,1.3626513259842494,103.89471557255494,HG1E,1
659,1.3581131891083953,103.8871054450445,HG1F,1
660,1.3545477132592356,103.89048363915774,HG10,1
661,1.3659590849526215,103.89498042855223,HG11,1
662,1.3666951274857735,103.89816102897977,HG12,1
663,1.3678351863527216,103.89856384492994,HG13,1
664,1.3691978333066008,103.89642766021035,HG14,1
665,1.3589608383409413,103.8867121677647,HG15,1
666,1.3597264508362625,103.88809151066687,HG16,1
667,1.3576754848491717,103.88795773278929,HG17,1
668,1.3580562825007565,103.88895037055629,HG18,1
669,1.3528453827430016,103.88380228416153,HG19,1
670,1.3629162816240896,103.89202551228584,HG2,1
671,1.3763723182473238,103.90072077615454,HG2A,1
672,1.375529907263565,103.88245583850758,HG2B,7
673,1.3701078117066359,103.8972275612912,HG2C,1
674,1.379407142485768,103.88718176076142,HG2D,7
675,1.3502835072364743,103.8864274785372,HG20,1
676,1.3524734570237993,103.88043241313824,HG22,18
677,1.3575125780004997,103.89154633409036,HG23,1
678,1.3597981073399827,103.89169169862795,HG24,1
679,1.3694965867905133,103.89885301179292,HG26,1
680,1.3723422711738544,103.89908052009024,HG29,1
681,1.385422602428171,103.88078745980043,HG3A,7
682,1.3842997435333646,103.88162446141324,HG3B,7
683,1.3867765250799968,103.88200551694186,HG3C,7
684,1.3842111161564574,103.87967359393343,HG3D,7
685,1.3851206887907679,103.88365807896534,HG3E,7
686,1.3862096500795642,103.88160329098604,HG3L,7
687,1.3732591319490572,103.89696590280194,HG30,1
688,1.3754845441162997,103.89631784244226,HG31,1
689,1.371379058329617,103.88606016836792,HG32,1
690,1.3695677717165766,103.88437512420153,HG33,1
691,1.3699424715384199,103.88150314764592,HG34,18
692,1.366489722596988,103.88896369112064,HG35,1
693,1.3661185477855309,103.88760385900282,HG36,1
694,1.3730086329161062,103.88737066764303,HG37,1
695,1.3725208626529963,103.88969858893643,HG38,1
696,1.369943399871844,103.88596778014345,HG39,1
697,1.3642304254367996,103.8909833815686,HG4,1
698,1.3521187630291875,103.89208429293113,HG40,1
699,1.3712761200039465,103.87935014972331,HG41,18
700,1.3741610365120855,103.8834179399384,HG42,7
701,1.3721131172452155,103.88430415056742,HG43,1
702,1.3736487904344863,103.88632970593174,HG44,1
703,1.3759038270817985,103.88612996620292,HG45,7
704,1.3758578477105823,103.88696296949873,HG46,7
705,1.3711840890820386,103.89396218073183,HG47,1
706,1.3754251700704976,103.89409369476046,HG48,1
707,1.378793343418818,103.89475931637891,HG49,7
708,1.3653553176828952,103.8923108470265,HG5,1
709,1.3773318360595221,103.89133366740658,HG50,7
710,1.378651048417412,103.89011314127175,HG51,7
711,1.3802826296010706,103.88975560147739,HG52,7
712,1.3708718261552026,103.89070311870574,HG53,1
713,1.3566443539408752,103.88435474309739,HG54,1
714,1.372683430169658,103.89321220378636,HG55,1
715,1.3712032514493229,103.89012226012038,HG56,1
716,1.3553370925034582,103.89694633924013,HG57,1
717,1.3571143858970358,103.89672135798818,HG58,1
718,1.3508831228027312,103.89331974944314,HG59,1
719,1.3790043779578567,103.89119380269554,HG60,7
720,1.3796540278489158,103.88915444541854,HG61,7
721,1.3808269962216235,103.88855958799265,HG62,7
722,1.372357665071264,103.89736447686485,HG63,1
723,1.3743412526148546,103.88629764128477,HG64,7
724,1.3423065359348778,103.89282820193246,HG65,1
725,1.3405867501574724,103.8954400991066,HG66,1
726,1.3742926629562864,103.89581761240278,HG67,1
727,1.3699244511698212,103.89183951666378,HG68,1
728,1.3699807423866381,103.8929697698491,HG69,1
729,1.3536529994553819,103.88780296833419,HG7,1
730,1.378973567137333,103.88850841192986,HG70,7
731,1.3777026962814996,103.88637393238047,HG71,7
732,1.3786242831960878,103.88591137264272,HG72,7
733,1.3783044546256287,103.88355145011163,HG73,7
734,1.3508201907160555,103.88807050800872,HG74,1
735,1.350591594227991,103.88899792755882,HG75,1
736,1.3518113670729863,103.87947328009933,HG76,18
737,1.3754541941864626,103.88424412307053,HG77,7
