,Latitude(deg),Longitude(deg),Values
106,1.3176012000000001,104.00164927999997,-0.02
107,1.3176012000000001,104.00165865999996,-0.02
108,1.3176012000000001,104.00166803999996,-0.02
109,1.3176012000000001,104.00167741999995,-0.01
110,1.3176012000000001,104.00168679999994,-0.01
111,1.3176012000000001,104.00169617999994,-0.01
112,1.3176012000000001,104.00170555999993,-0.01
113,1.3176012000000001,104.00171493999993,-0.01
114,1.3176012000000001,104.00172431999992,-0.01
115,1.3176012000000001,104.00173369999992,0.0
116,1.3176012000000001,104.00174307999991,0.0
117,1.3176012000000001,104.0017524599999,0.0
118,1.3176012000000001,104.0017618399999,0.0
119,1.3176012000000001,104.0017712199999,0.0
120,1.3176012000000001,104.00178059999989,0.0
121,1.3176012000000001,104.00178997999988,0.0
122,1.3176012000000001,104.00179935999988,0.0
123,1.3176012000000001,104.00180873999987,0.0
124,1.3176012000000001,104.00181811999987,0.0
125,1.3176012000000001,104.00182749999986,0.0
126,1.3176012000000001,104.00183687999986,0.0
127,1.3176012000000001,104.00184625999985,0.0
128,1.3176012000000001,104.00185563999985,0.0
129,1.3176012000000001,104.00186501999984,0.0
130,1.3176012000000001,104.00187439999983,0.0
131,1.3176012000000001,104.00188377999983,0.0
132,1.3176012000000001,104.00189315999982,0.0
133,1.3176012000000001,104.00190253999982,0.0
134,1.3176012000000001,104.00191191999981,0.0
135,1.3176012000000001,104.00192129999981,0.0
136,1.3176012000000001,104.0019306799998,0.0
137,1.3176012000000001,104.0019400599998,0.0
138,1.3176012000000001,104.00194943999979,0.0
139,1.3176012000000001,104.00195881999979,0.0
140,1.3176012000000001,104.00196819999978,0.0
141,1.3176012000000001,104.00197757999977,0.0
142,1.3176012000000001,104.00198695999977,0.0
143,1.3176012000000001,104.00199633999976,0.0
144,1.3176012000000001,104.00200571999976,0.0
145,1.3176012000000001,104.00201509999975,0.0
146,1.3176012000000001,104.00202447999975,0.0
147,1.3176012000000001,104.00203385999974,0.0
148,1.3176012000000001,104.00204323999974,0.0
149,1.3176012000000001,104.00205261999973,0.0
150,1.3176698000000002,104.001593,0.0
151,1.3176698000000002,104.00160238,0.0
152,1.3176698000000002,104.00161175999999,0.0
153,1.3176698000000002,104.00162113999998,-0.01
154,1.3176698000000002,104.00163051999998,-0.01
155,1.3176698000000002,104.00163989999997,-0.01
156,1.3176698000000002,104.00164927999997,-0.01
157,1.3176698000000002,104.00165865999996,-0.01
158,1.3176698000000002,104.00166803999996,-0.01
159,1.3176698000000002,104.00167741999995,-0.02
160,1.3176698000000002,104.00168679999994,-0.02
161,1.3176698000000002,104.00169617999994,-0.02
162,1.3176698000000002,104.00170555999993,-0.01
163,1.3176698000000002,104.00171493999993,-0.01
164,1.3176698000000002,104.00172431999992,-0.01
165,1.3176698000000002,104.00173369999992,-0.01
166,1.3176698000000002,104.00174307999991,-0.01
167,1.3176698000000002,104.0017524599999,-0.01
168,1.3176698000000002,104.0017618399999,0.0
169,1.3176698000000002,104.0017712199999,0.0
170,1.3176698000000002,104.00178059999989,0.0
171,1.3176698000000002,104.00178997999988,0.0
172,1.3176698000000002,104.00179935999988,0.0
173,1.3176698000000002,104.00180873999987,0.0
174,1.3176698000000002,104.00181811999987,0.0
175,1.3176698000000002,104.00182749999986,0.0
176,1.3176698000000002,104.00183687999986,0.0
177,1.3176698000000002,104.00184625999985,0.0
178,1.3176698000000002,104.00185563999985,0.0
179,1.3176698000000002,104.00186501999984,0.0
180,1.3176698000000002,104.00187439999983,0.0
181,1.3176698000000002,104.00188377999983,0.0
182,1.3176698000000002,104.00189315999982,0.0
183,1.3176698000000002,104.00190253999982,0.0
184,1.3176698000000002,104.00191191999981,0.0
185,1.3176698000000002,104.00192129999981,0.0
186,1.3176698000000002,104.0019306799998,0.0
187,1.3176698000000002,104.0019400599998,0.0
188,1.3176698000000002,104.00194943999979,0.0
189,1.3176698000000002,104.00195881999979,0.0
190,1.3176698000000002,104.00196819999978,0.0
191,1.3176698000000002,104.00197757999977,0.0
192,1.3176698000000002,104.00198695999977,0.0
193,1.3176698000000002,104.00199633999976,0.0
194,1.3176698000000002,104.00200571999976,0.0
195,1.3176698000000002,104.00201509999975,0.0
196,1.3176698000000002,104.00202447999975,0.0
197,1.3176698000000002,104.00203385999974,0.0
198,1.3176698000000002,104.00204323999974,0.0
199,1.3176698000000002,104.00205261999973,0.0
200,1.3177384000000003,104.001593,0.0
201,1.3177384000000003,104.00160238,0.0
202,1.3177384000000003,104.00161175999999,0.0
203,1.3177384000000003,104.00162113999998,0.0
204,1.3177384000000003,104.00163051999998,0.0
205,1.3177384000000003,104.00163989999997,0.0
206,1.3177384000000003,104.00164927999997,-0.01
207,1.3177384000000003,104.00165865999996,-0.01
208,1.3177384000000003,104.00166803999996,-0.01
209,1.3177384000000003,104.00167741999995,-0.01
210,1.3177384000000003,104.00168679999994,-0.01
211,1.3177384000000003,104.00169617999994,-0.01
212,1.3177384000000003,104.00170555999993,-0.02
213,1.3177384000000003,104.00171493999993,-0.02
214,1.3177384000000003,104.00172431999992,-0.02
215,1.3177384000000003,104.00173369999992,-0.01
216,1.3177384000000003,104.00174307999991,-0.01
217,1.3177384000000003,104.0017524599999,-0.01
218,1.3177384000000003,104.0017618399999,-0.01
219,1.3177384000000003,104.0017712199999,-0.01
220,1.3177384000000003,104.00178059999989,-0.01
221,1.3177384000000003,104.00178997999988,0.0
222,1.3177384000000003,104.00179935999988,0.0
223,1.3177384000000003,104.00180873999987,0.0
224,1.3177384000000003,104.00181811999987,0.0
225,1.3177384000000003,104.00182749999986,0.0
226,1.3177384000000003,104.00183687999986,0.0
227,1.3177384000000003,104.00184625999985,0.0
228,1.3177384000000003,104.00185563999985,0.0
229,1.3177384000000003,104.00186501999984,0.0
230,1.3177384000000003,104.00187439999983,0.0
231,1.3177384000000003,104.00188377999983,0.0
232,1.3177384000000003,104.00189315999982,0.0
233,1.3177384000000003,104.00190253999982,0.0
234,1.3177384000000003,104.00191191999981,0.0
235,1.3177384000000003,104.00192129999981,0.0
236,1.3177384000000003,104.0019306799998,0.0
237,1.3177384000000003,104.0019400599998,0.0
238,1.3177384000000003,104.00194943999979,0.0
239,1.3177384000000003,104.00195881999979,0.0
240,1.3177384000000003,104.00196819999978,0.0
241,1.3177384000000003,104.00197757999977,0.0
242,1.3177384000000003,104.00198695999977,0.0
243,1.3177384000000003,104.00199633999976,0.0
244,1.3177384000000003,104.00200571999976,0.0
245,1.3177384000000003,104.00201509999975,0.0
246,1.3177384000000003,104.00202447999975,0.0
247,1.3177384000000003,104.00203385999974,0.0
248,1.3177384000000003,104.00204323999974,0.0
249,1.3177384000000003,104.00205261999973,0.0
250,1.3178070000000004,104.001593,0.0
251,1.3178070000000004,104.00160238,0.0
252,1.3178070000000004,104.00161175999999,0.0
253,1.3178070000000004,104.00162113999998,0.0
254,1.3178070000000004,104.00163051999998,0.0
255,1.3178070000000004,104.00163989999997,0.0
256,1.3178070000000004,104.00164927999997,0.0
257,1.3178070000000004,104.00165865999996,0.0
258,1.3178070000000004,104.00166803999996,0.0
259,1.3178070000000004,104.00167741999995,0.0
260,1.3178070000000004,104.00168679999994,-0.01
261,1.3178070000000004,104.00169617999994,-0.01
262,1.3178070000000004,104.00170555999993,-0.01
263,1.3178070000000004,104.00171493999993,-0.01
264,1.3178070000000004,104.00172431999992,-0.01
265,1.3178070000000004,104.00173369999992,-0.01
266,1.3178070000000004,104.00174307999991,-0.02
267,1.3178070000000004,104.0017524599999,-0.02
268,1.3178070000000004,104.0017618399999,-0.02
269,1.3178070000000004,104.0017712199999,-0.01
270,1.3178070000000004,104.00178059999989,-0.01
271,1.3178070000000004,104.00178997999988,-0.01
272,1.3178070000000004,104.00179935999988,-0.01
273,1.3178070000000004,104.00180873999987,-0.01
274,1.3178070000000004,104.00181811999987,-0.01
275,1.3178070000000004,104.00182749999986,0.0
276,1.3178070000000004,104.00183687999986,0.0
277,1.3178070000000004,104.00184625999985,0.0
278,1.3178070000000004,104.00185563999985,0.0
279,1.3178070000000004,104.00186501999984,0.0
280,1.3178070000000004,104.00187439999983,0.0
281,1.3178070000000004,104.00188377999983,0.0
282,1.3178070000000004,104.00189315999982,0.0
283,1.3178070000000004,104.00190253999982,0.0
284,1.3178070000000004,104.00191191999981,0.0
285,1.3178070000000004,104.00192129999981,0.0
286,1.3178070000000004,104.0019306799998,0.0
287,1.3178070000000004,104.0019400599998,0.0
288,1.3178070000000004,104.00194943999979,0.0
289,1.3178070000000004,104.00195881999979,0.0
290,1.3178070000000004,104.00196819999978,0.0
291,1.3178070000000004,104.00197757999977,0.0
292,1.3178070000000004,104.00198695999977,0.0
293,1.3178070000000004,104.00199633999976,0.0
294,1.3178070000000004,104.00200571999976,0.0
295,1.3178070000000004,104.00201509999975,0.0
296,1.3178070000000004,104.00202447999975,0.0
297,1.3178070000000004,104.00203385999974,0.0
298,1.3178070000000004,104.00204323999974,0.0
299,1.3178070000000004,104.00205261999973,0.0
300,1.3178756000000005,104.001593,0.0
301,1.3178756000000005,104.00160238,0.0
302,1.3178756000000005,104.00161175999999,0.0
303,1.3178756000000005,104.00162113999998,0.0
304,1.3178756000000005,104.00163051999998,0.0
305,1.3178756000000005,104.00163989999997,0.0
306,1.3178756000000005,104.00164927999997,0.0
307,1.3178756000000005,104.00165865999996,0.0
308,1.3178756000000005,104.00166803999996,0.0
309,1.3178756000000005,104.00167741999995,0.0
310,1.3178756000000005,104.00168679999994,0.0
311,1.3178756000000005,104.00169617999994,0.0
312,1.3178756000000005,104.00170555999993,0.0
313,1.3178756000000005,104.00171493999993,0.0
314,1.3178756000000005,104.00172431999992,-0.01
315,1.3178756000000005,104.00173369999992,-0.01
316,1.3178756000000005,104.00174307999991,-0.01
317,1.3178756000000005,104.0017524599999,-0.01
318,1.3178756000000005,104.0017618399999,-0.01
319,1.3178756000000005,104.0017712199999,-0.01
320,1.3178756000000005,104.00178059999989,-0.02
321,1.3178756000000005,104.00178997999988,-0.02
322,1.3178756000000005,104.00179935999988,-0.02
323,1.3178756000000005,104.00180873999987,-0.01
324,1.3178756000000005,104.00181811999987,-0.01
325,1.3178756000000005,104.00182749999986,-0.01
326,1.3178756000000005,104.00183687999986,-0.01
327,1.3178756000000005,104.00184625999985,-0.01
328,1.3178756000000005,104.00185563999985,-0.01
329,1.3178756000000005,104.00186501999984,0.0
330,1.3178756000000005,104.00187439999983,0.0
331,1.3178756000000005,104.00188377999983,0.0
332,1.3178756000000005,104.00189315999982,0.0
333,1.3178756000000005,104.00190253999982,0.0
334,1.3178756000000005,104.00191191999981,0.0
335,1.3178756000000005,104.00192129999981,0.0
336,1.3178756000000005,104.0019306799998,0.0
337,1.3178756000000005,104.0019400599998,0.0
338,1.3178756000000005,104.00194943999979,0.0
339,1.3178756000000005,104.00195881999979,0.0
340,1.3178756000000005,104.00196819999978,0.0
341,1.3178756000000005,104.00197757999977,0.0
342,1.3178756000000005,104.00198695999977,0.0
343,1.3178756000000005,104.00199633999976,0.0
344,1.3178756000000005,104.00200571999976,0.0
345,1.3178756000000005,104.00201509999975,0.0
346,1.3178756000000005,104.00202447999975,0.0
347,1.3178756000000005,104.00203385999974,0.0
348,1.3178756000000005,104.00204323999974,0.0
349,1.3178756000000005,104.00205261999973,0.0
350,1.3179442000000006,104.001593,0.0
351,1.3179442000000006,104.00160238,0.0
352,1.3179442000000006,104.00161175999999,0.0
353,1.3179442000000006,104.00162113999998,0.0
354,1.3179442000000006,104.00163051999998,0.0
355,1.3179442000000006,104.00163989999997,0.0
356,1.3179442000000006,104.00164927999997,0.0
357,1.3179442000000006,104.00165865999996,0.0
358,1.3179442000000006,104.00166803999996,0.0
359,1.3179442000000006,104.00167741999995,0.0
360,1.3179442000000006,104.00168679999994,0.0
361,1.3179442000000006,104.00169617999994,0.0
362,1.3179442000000006,104.00170555999993,0.0
363,1.3179442000000006,104.00171493999993,0.0
364,1.3179442000000006,104.00172431999992,0.0
365,1.3179442000000006,104.00173369999992,0.0
366,1.3179442000000006,104.00174307999991,0.0
367,1.3179442000000006,104.0017524599999,0.0
368,1.3179442000000006,104.0017618399999,0.0
369,1.3179442000000006,104.0017712199999,-0.01
370,1.3179442000000006,104.00178059999989,-0.01
371,1.3179442000000006,104.00178997999988,-0.01
372,1.3179442000000006,104.00179935999988,-0.01
373,1.3179442000000006,104.00180873999987,-0.01
374,1.3179442000000006,104.00181811999987,-0.01
375,1.3179442000000006,104.00182749999986,-0.02
376,1.3179442000000006,104.00183687999986,-0.02
377,1.3179442000000006,104.00184625999985,-0.02
378,1.3179442000000006,104.00185563999985,-0.01
379,1.3179442000000006,104.00186501999984,-0.01
380,1.3179442000000006,104.00187439999983,-0.01
381,1.3179442000000006,104.00188377999983,-0.01
382,1.3179442000000006,104.00189315999982,-0.01
383,1.3179442000000006,104.00190253999982,-0.01
384,1.3179442000000006,104.00191191999981,0.0
385,1.3179442000000006,104.00192129999981,0.0
386,1.3179442000000006,104.0019306799998,0.0
387,1.3179442000000006,104.0019400599998,0.0
388,1.3179442000000006,104.00194943999979,0.0
389,1.3179442000000006,104.00195881999979,0.0
390,1.3179442000000006,104.00196819999978,0.0
391,1.3179442000000006,104.00197757999977,0.0
392,1.3179442000000006,104.00198695999977,0.0
393,1.3179442000000006,104.00199633999976,0.0
394,1.3179442000000006,104.00200571999976,0.0
395,1.3179442000000006,104.00201509999975,0.0
396,1.3179442000000006,104.00202447999975,0.0
397,1.3179442000000006,104.00203385999974,0.0
398,1.3179442000000006,104.00204323999974,0.0
399,1.3179442000000006,104.00205261999973,0.0
400,1.3180128000000007,104.001593,0.0
401,1.3180128000000007,104.00160238,0.0
402,1.3180128000000007,104.00161175999999,0.0
403,1.3180128000000007,104.00162113999998,0.0
404,1.3180128000000007,104.00163051999998,0.0
405,1.3180128000000007,104.00163989999997,0.0
406,1.3180128000000007,104.00164927999997,0.0
407,1.3180128000000007,104.00165865999996,0.0
408,1.3180128000000007,104.00166803999996,0.0
409,1.3180128000000007,104.00167741999995,0.0
410,1.3180128000000007,104.00168679999994,0.0
411,1.3180128000000007,104.00169617999994,0.0
412,1.3180128000000007,104.00170555999993,0.0
413,1.3180128000000007,104.00171493999993,0.0
414,1.3180128000000007,104.00172431999992,0.0
415,1.3180128000000007,104.00173369999992,0.0
416,1.3180128000000007,104.00174307999991,0.0
417,1.3180128000000007,104.0017524599999,0.0
418,1.3180128000000007,104.0017618399999,0.0
419,1.3180128000000007,104.0017712199999,0.0
420,1.3180128000000007,104.00178059999989,0.0
421,1.3180128000000007,104.00178997999988,0.0
422,1.3180128000000007,104.00179935999988,0.0
423,1.3180128000000007,104.00180873999987,0.0
424,1.3180128000000007,104.00181811999987,0.0
425,1.3180128000000007,104.00182749999986,-0.01
426,1.3180128000000007,104.00183687999986,-0.01
427,1.3180128000000007,104.00184625999985,-0.01
428,1.3180128000000007,104.00185563999985,-0.01
429,1.3180128000000007,104.00186501999984,-0.01
430,1.3180128000000007,104.00187439999983,-0.01
431,1.3180128000000007,104.00188377999983,-0.02
432,1.3180128000000007,104.00189315999982,-0.02
433,1.3180128000000007,104.00190253999982,-0.02
434,1.3180128000000007,104.00191191999981,-0.02
435,1.3180128000000007,104.00192129999981,-0.01
436,1.3180128000000007,104.0019306799998,-0.01
437,1.3180128000000007,104.0019400599998,-0.01
438,1.3180128000000007,104.00194943999979,-0.01
439,1.3180128000000007,104.00195881999979,-0.01
440,1.3180128000000007,104.00196819999978,-0.01
441,1.3180128000000007,104.00197757999977,0.0
442,1.3180128000000007,104.00198695999977,0.0
443,1.3180128000000007,104.00199633999976,0.0
444,1.3180128000000007,104.00200571999976,0.0
445,1.3180128000000007,104.00201509999975,0.0
446,1.3180128000000007,104.00202447999975,0.0
447,1.3180128000000007,104.00203385999974,0.0
448,1.3180128000000007,104.00204323999974,0.0
449,1.3180128000000007,104.00205261999973,0.0
450,1.3180814000000007,104.001593,0.0
451,1.3180814000000007,104.00160238,0.0
452,1.3180814000000007,104.00161175999999,0.0
453,1.3180814000000007,104.00162113999998,0.0
454,1.3180814000000007,104.00163051999998,0.0
455,1.3180814000000007,104.00163989999997,0.0
456,1.3180814000000007,104.00164927999997,0.0
457,1.3180814000000007,104.00165865999996,0.0
458,1.3180814000000007,104.00166803999996,0.0
459,1.3180814000000007,104.00167741999995,0.0
460,1.3180814000000007,104.00168679999994,0.0
461,1.3180814000000007,104.00169617999994,0.0
462,1.3180814000000007,104.00170555999993,0.0
463,1.3180814000000007,104.00171493999993,0.0
464,1.3180814000000007,104.00172431999992,0.0
465,1.3180814000000007,104.00173369999992,0.0
466,1.3180814000000007,104.00174307999991,0.0
467,1.3180814000000007,104.0017524599999,0.0
468,1.3180814000000007,104.0017618399999,0.0
469,1.3180814000000007,104.0017712199999,0.0
470,1.3180814000000007,104.00178059999989,0.0
471,1.3180814000000007,104.00178997999988,0.0
472,1.3180814000000007,104.00179935999988,0.0
473,1.3180814000000007,104.00180873999987,0.0
474,1.3180814000000007,104.00181811999987,0.0
475,1.3180814000000007,104.00182749999986,0.0
476,1.3180814000000007,104.00183687999986,0.0
477,1.3180814000000007,104.00184625999985,0.0
478,1.3180814000000007,104.00185563999985,0.0
479,1.3180814000000007,104.00186501999984,0.0
480,1.3180814000000007,104.00187439999983,0.0
481,1.3180814000000007,104.00188377999983,0.0
482,1.3180814000000007,104.00189315999982,0.0
483,1.3180814000000007,104.00190253999982,0.0
484,1.3180814000000007,104.00191191999981,0.0
485,1.3180814000000007,104.00192129999981,0.0
486,1.3180814000000007,104.0019306799998,0.0
487,1.3180814000000007,104.0019400599998,0.0
488,1.3180814000000007,104.00194943999979,0.0
489,1.3180814000000007,104.00195881999979,0.0
490,1.3180814000000007,104.00196819999978,0.0
491,1.3180814000000007,104.00197757999977,0.0
492,1.3180814000000007,104.00198695999977,0.0
493,1.3180814000000007,104.00199633999976,0.0
494,1.3180814000000007,104.00200571999976,-0.01
495,1.3180814000000007,104.00201509999975,-0.01
496,1.3180814000000007,104.00202447999975,-0.01
497,1.3180814000000007,104.00203385999974,-0.01
498,1.3180814000000007,104.00204323999974,-0.01
499,1.3180814000000007,104.00205261999973,-0.01
